File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Platform,Controlled by,File Status,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF219GCQ,bed bedMethyl,methylation state at CpG,ENCSR128RMY,whole-genome shotgun bisulfite sequencing,UBERON:0004264,lower leg skin,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,1/22/18,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF307ZEE",689355695,ENCODE Processing Pipeline,9d06b6957f00faf4b772c8937faacc4f,,https://www.encodeproject.org/files/ENCFF219GCQ/@@download/ENCFF219GCQ.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF001TKW,bed bedMethyl,methylation state at CpG,ENCSR000DEE,RRBS,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LWS,15761546,"Richard Myers, HAIB",297d91a4b7e28aa33f0a5a254b44a36d,,https://www.encodeproject.org/files/ENCFF001TKW/@@download/ENCFF001TKW.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TKX,bed bedMethyl,methylation state at CpG,ENCSR000DEE,RRBS,UBERON:0000945,stomach,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LWW,20318054,"Richard Myers, HAIB",32c7ff5bd463f214851e061a9aa07696,,https://www.encodeproject.org/files/ENCFF001TKX/@@download/ENCFF001TKX.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TJK,bed bedMethyl,methylation state at CpG,ENCSR000DGN,RRBS,EFO:0006270,AG04450,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,1,1,,,,,,ENCFF000LTR,13785210,"Richard Myers, HAIB",682c29c6760091ebc66e21912b1de98d,,https://www.encodeproject.org/files/ENCFF001TJK/@@download/ENCFF001TJK.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TJL,bed bedMethyl,methylation state at CpG,ENCSR000DGN,RRBS,EFO:0006270,AG04450,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,2,1,,,,,,ENCFF000LTQ,16359653,"Richard Myers, HAIB",c6d8b1789b2a732b33628c5bb2443555,,https://www.encodeproject.org/files/ENCFF001TJL/@@download/ENCFF001TJL.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TJS,bed bedMethyl,methylation state at CpG,ENCSR000DET,RRBS,CL:0002539,aortic smooth muscle cell,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LUK,13916596,"Richard Myers, HAIB",fefb52394d77a2e7807409fee41fd8de,,https://www.encodeproject.org/files/ENCFF001TJS/@@download/ENCFF001TJS.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TJT,bed bedMethyl,methylation state at CpG,ENCSR000DET,RRBS,CL:0002539,aortic smooth muscle cell,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LUL,18925923,"Richard Myers, HAIB",84b696f74437e61cdcdf187d30ac4bc4,,https://www.encodeproject.org/files/ENCFF001TJT/@@download/ENCFF001TJT.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TMG,bed bedMethyl,methylation state at CpG,ENCSR000DGE,RRBS,CL:0002548,cardiac fibroblast,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MAF,10799627,"Richard Myers, HAIB",a57b636685063746115a06e570fed7ce,,https://www.encodeproject.org/files/ENCFF001TMG/@@download/ENCFF001TMG.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TMH,bed bedMethyl,methylation state at CpG,ENCSR000DGE,RRBS,CL:0002548,cardiac fibroblast,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MAK,14265060,"Richard Myers, HAIB",e3f9baf990eb2360414edf210e15eede,,https://www.encodeproject.org/files/ENCFF001TMH/@@download/ENCFF001TMH.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TLU,bed bedMethyl,methylation state at CpG,ENCSR000DFO,RRBS,EFO:0002785,GM12891,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LZB,13614164,"Richard Myers, HAIB",d2c9a7b8e72f70ffad295e6689a326c9,,https://www.encodeproject.org/files/ENCFF001TLU/@@download/ENCFF001TLU.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TLV,bed bedMethyl,methylation state at CpG,ENCSR000DFO,RRBS,EFO:0002785,GM12891,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LZA,13793994,"Richard Myers, HAIB",8cebd10e43236ad611a6eb9a1c2f061b,,https://www.encodeproject.org/files/ENCFF001TLV/@@download/ENCFF001TLV.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TNK,bed bedMethyl,methylation state at CpG,ENCSR000DFI,RRBS,CL:0010003,epithelial cell of alveolus of lung,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,1,1,,,,,,ENCFF000MDS,12965268,"Richard Myers, HAIB",9dbfee2f9a946ef66197a6742c90b562,,https://www.encodeproject.org/files/ENCFF001TNK/@@download/ENCFF001TNK.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TNL,bed bedMethyl,methylation state at CpG,ENCSR000DFI,RRBS,CL:0010003,epithelial cell of alveolus of lung,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,2,1,,,,,,ENCFF000MDT,14081761,"Richard Myers, HAIB",6094c059aa55a24f3b26ae45602f1af6,,https://www.encodeproject.org/files/ENCFF001TNL/@@download/ENCFF001TNL.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPY,bed bedMethyl,methylation state at CpG,ENCSR000DEU,RRBS,CL:0000062,osteoblast,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MKR,14161570,"Richard Myers, HAIB",e0c0d6368d61b07105e05e73d22eff74,,https://www.encodeproject.org/files/ENCFF001TPY/@@download/ENCFF001TPY.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPZ,bed bedMethyl,methylation state at CpG,ENCSR000DEU,RRBS,CL:0000062,osteoblast,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MKQ,17931670,"Richard Myers, HAIB",9a4a0a26036e94317ad63abeee18ab4e,,https://www.encodeproject.org/files/ENCFF001TPZ/@@download/ENCFF001TPZ.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TJW,bed bedMethyl,methylation state at CpG,ENCSR000DER,RRBS,UBERON:0000955,brain,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LUQ,15632511,"Richard Myers, HAIB",b1765669f7144ec5afd998011f53f7d3,,https://www.encodeproject.org/files/ENCFF001TJW/@@download/ENCFF001TJW.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TJX,bed bedMethyl,methylation state at CpG,ENCSR000DER,RRBS,UBERON:0000955,brain,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LUU,17836609,"Richard Myers, HAIB",f0e9ab2424c6fa3a0c68d1b1e79cd2e6,,https://www.encodeproject.org/files/ENCFF001TJX/@@download/ENCFF001TJX.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF867USJ,bed bedMethyl,methylation state at CHG,ENCSR601MHU,whole-genome shotgun bisulfite sequencing,UBERON:0002046,thyroid gland,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/13/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF975CHZ",2707632422,ENCODE Processing Pipeline,0159c731fa76785b226940fdc1d36130,,https://www.encodeproject.org/files/ENCFF867USJ/@@download/ENCFF867USJ.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF497IYX,bed bedMethyl,methylation state at CpG,ENCSR601MHU,whole-genome shotgun bisulfite sequencing,UBERON:0002046,thyroid gland,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/13/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF975CHZ",674810141,ENCODE Processing Pipeline,733ae9cf53ea6eeb401cde23223f2ec4,,https://www.encodeproject.org/files/ENCFF497IYX/@@download/ENCFF497IYX.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF633YWU,bed bedMethyl,methylation state at CHH,ENCSR601MHU,whole-genome shotgun bisulfite sequencing,UBERON:0002046,thyroid gland,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/13/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF975CHZ",8568091162,ENCODE Processing Pipeline,d437d0b496f06d85ba6cd63f39f4162f,,https://www.encodeproject.org/files/ENCFF633YWU/@@download/ENCFF633YWU.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF587YTJ,bed bedMethyl,methylation state at CHH,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF304DGQ",8571134994,ENCODE Processing Pipeline,ba321ddaa80b001dcf8e341117082ce9,,https://www.encodeproject.org/files/ENCFF587YTJ/@@download/ENCFF587YTJ.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF005TID,bed bedMethyl,methylation state at CpG,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF304DGQ",682280237,ENCODE Processing Pipeline,ceceef0ed22e1f4c7045356b77d0ac8e,,https://www.encodeproject.org/files/ENCFF005TID/@@download/ENCFF005TID.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF949EIN,bed bedMethyl,methylation state at CHG,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF885KWQ",2709855805,ENCODE Processing Pipeline,bfecca5cb213c6b38449bffc98d02f3d,,https://www.encodeproject.org/files/ENCFF949EIN/@@download/ENCFF949EIN.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF785LYM,bed bedMethyl,methylation state at CHG,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF304DGQ",2713915884,ENCODE Processing Pipeline,954539a93fdee8cab3de6c54b00a9648,,https://www.encodeproject.org/files/ENCFF785LYM/@@download/ENCFF785LYM.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF003JVR,bed bedMethyl,methylation state at CpG,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF885KWQ",680589934,ENCODE Processing Pipeline,32eaa0ba27c0dd8cf627a59220cf0854,,https://www.encodeproject.org/files/ENCFF003JVR/@@download/ENCFF003JVR.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF205ZCQ,bed bedMethyl,methylation state at CHH,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF885KWQ",8559603866,ENCODE Processing Pipeline,0867aade5b5e27134e128e33b6c0ff3f,,https://www.encodeproject.org/files/ENCFF205ZCQ/@@download/ENCFF205ZCQ.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF001TQP,bed bedMethyl,methylation state at CpG,ENCSR000DFA,RRBS,EFO:0005909,HGPS cell,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MMA,15000371,"Richard Myers, HAIB",978e159a84bd5499448dc8b8a5f9b6e7,,https://www.encodeproject.org/files/ENCFF001TQP/@@download/ENCFF001TQP.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TQQ,bed bedMethyl,methylation state at CpG,ENCSR000DFA,RRBS,EFO:0005909,HGPS cell,cell line,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MMD,18503611,"Richard Myers, HAIB",46de71e060deb580846d8f8dae369571,,https://www.encodeproject.org/files/ENCFF001TQQ/@@download/ENCFF001TQQ.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF485KXN,bed bedMethyl,methylation state at CHG,ENCSR271HQP,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF831WFK, ENCFF941SBT",2407518634,ENCODE Processing Pipeline,25ac6df63211f0dd1309ffd9dd270c54,,https://www.encodeproject.org/files/ENCFF485KXN/@@download/ENCFF485KXN.bed.gz,mm10,,,released,,,,
ENCFF170AZF,bed bedMethyl,methylation state at CHH,ENCSR271HQP,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF831WFK, ENCFF941SBT",7795602162,ENCODE Processing Pipeline,db9c4a51b454d22a0707ce963871c2e1,,https://www.encodeproject.org/files/ENCFF170AZF/@@download/ENCFF170AZF.bed.gz,mm10,,,released,,,,
ENCFF530SDQ,bed bedMethyl,methylation state at CpG,ENCSR271HQP,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF831WFK, ENCFF941SBT",494322065,ENCODE Processing Pipeline,8b74e64691f9f201b74cc525932d45d5,,https://www.encodeproject.org/files/ENCFF530SDQ/@@download/ENCFF530SDQ.bed.gz,mm10,,,released,,,,
ENCFF211VME,bed bedMethyl,methylation state at CHG,ENCSR271HQP,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF025DMK, ENCFF476ZJG, ENCFF815EOO",2415928353,ENCODE Processing Pipeline,de20aef4d83b7fef9f7b9f532cb5b59a,,https://www.encodeproject.org/files/ENCFF211VME/@@download/ENCFF211VME.bed.gz,mm10,,,released,,,,
ENCFF144FZS,bed bedMethyl,methylation state at CpG,ENCSR271HQP,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF025DMK, ENCFF476ZJG, ENCFF815EOO",496482778,ENCODE Processing Pipeline,9a6b9cc1dc3946c1f604b258127fd41d,,https://www.encodeproject.org/files/ENCFF144FZS/@@download/ENCFF144FZS.bed.gz,mm10,,,released,,,,
ENCFF359TMU,bed bedMethyl,methylation state at CHH,ENCSR271HQP,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF025DMK, ENCFF476ZJG, ENCFF815EOO",7831234655,ENCODE Processing Pipeline,b8ee6c882da8369730141267bfe0ccfa,,https://www.encodeproject.org/files/ENCFF359TMU/@@download/ENCFF359TMU.bed.gz,mm10,,,released,,,,
ENCFF936EAQ,bed bedMethyl,methylation state at CHG,ENCSR351IPU,whole-genome shotgun bisulfite sequencing,CL:0000182,hepatocyte,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,1,,,,,,,"ENCFF114CLB, ENCFF161MAN",2649739087,ENCODE Processing Pipeline,5ed921577093a10d80059dead32d7f0e,,https://www.encodeproject.org/files/ENCFF936EAQ/@@download/ENCFF936EAQ.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF366UWF,bed bedMethyl,methylation state at CpG,ENCSR351IPU,whole-genome shotgun bisulfite sequencing,CL:0000182,hepatocyte,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,1,,,,,,,"ENCFF114CLB, ENCFF161MAN",660263165,ENCODE Processing Pipeline,6a4b36613ec2ac5bc5e1945c15a82189,,https://www.encodeproject.org/files/ENCFF366UWF/@@download/ENCFF366UWF.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF816PMG,bed bedMethyl,methylation state at CHH,ENCSR351IPU,whole-genome shotgun bisulfite sequencing,CL:0000182,hepatocyte,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,1,,,,,,,"ENCFF114CLB, ENCFF161MAN",8417902046,ENCODE Processing Pipeline,8cdc6191157dd97555af06ccebac04e9,,https://www.encodeproject.org/files/ENCFF816PMG/@@download/ENCFF816PMG.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF170PBE,bed bedMethyl,methylation state at CHG,ENCSR351IPU,whole-genome shotgun bisulfite sequencing,CL:0000182,hepatocyte,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF338JQR",2642384371,ENCODE Processing Pipeline,2637a71dbc44e9a0275a8676745b6b2f,,https://www.encodeproject.org/files/ENCFF170PBE/@@download/ENCFF170PBE.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF487XOB,bed bedMethyl,methylation state at CpG,ENCSR351IPU,whole-genome shotgun bisulfite sequencing,CL:0000182,hepatocyte,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF338JQR",654554369,ENCODE Processing Pipeline,56ae0087bcd7850eb03ccabf0be24122,,https://www.encodeproject.org/files/ENCFF487XOB/@@download/ENCFF487XOB.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF041WTQ,bed bedMethyl,methylation state at CHH,ENCSR351IPU,whole-genome shotgun bisulfite sequencing,CL:0000182,hepatocyte,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF338JQR",8410097382,ENCODE Processing Pipeline,38f9c0c44d16d43c4f8a71c09b244fd1,,https://www.encodeproject.org/files/ENCFF041WTQ/@@download/ENCFF041WTQ.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF001TKC,bed bedMethyl,methylation state at CpG,ENCSR000DEO,RRBS,UBERON:0002084,heart left ventricle,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LVE,17663235,"Richard Myers, HAIB",6bd9f1fea9a1a8462d0c34e98a106c85,,https://www.encodeproject.org/files/ENCFF001TKC/@@download/ENCFF001TKC.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TKD,bed bedMethyl,methylation state at CpG,ENCSR000DEO,RRBS,UBERON:0002084,heart left ventricle,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LVF,17517156,"Richard Myers, HAIB",6f69b1d71c51f7cb93211ba9345a2a6b,,https://www.encodeproject.org/files/ENCFF001TKD/@@download/ENCFF001TKD.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF389YPY,bed bedMethyl,methylation state at CHG,ENCSR545WRA,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF359VEB, ENCFF476ZJG, ENCFF560JMK",2436329645,ENCODE Processing Pipeline,21dba106c5e24522abf61976fbd3c95c,,https://www.encodeproject.org/files/ENCFF389YPY/@@download/ENCFF389YPY.bed.gz,mm10,,,released,,,,
ENCFF720OAC,bed bedMethyl,methylation state at CpG,ENCSR545WRA,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF359VEB, ENCFF476ZJG, ENCFF560JMK",506299861,ENCODE Processing Pipeline,aabb114b969489ea35f4a54bd3d7d8df,,https://www.encodeproject.org/files/ENCFF720OAC/@@download/ENCFF720OAC.bed.gz,mm10,,,released,,,,
ENCFF760PKX,bed bedMethyl,methylation state at CHH,ENCSR545WRA,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF359VEB, ENCFF476ZJG, ENCFF560JMK",7939505657,ENCODE Processing Pipeline,016fa44923cefa4a7539c30b9dfd0a71,,https://www.encodeproject.org/files/ENCFF760PKX/@@download/ENCFF760PKX.bed.gz,mm10,,,released,,,,
ENCFF369DBO,bed bedMethyl,methylation state at CHG,ENCSR545WRA,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF535JCR, ENCFF585HBB",2398417171,ENCODE Processing Pipeline,4b923422fdbc5cad2f609b3d0efb809d,,https://www.encodeproject.org/files/ENCFF369DBO/@@download/ENCFF369DBO.bed.gz,mm10,,,released,,,,
ENCFF029NDO,bed bedMethyl,methylation state at CpG,ENCSR545WRA,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF535JCR, ENCFF585HBB",497165064,ENCODE Processing Pipeline,79f97443906d38d6e5d431c6313b5b5c,,https://www.encodeproject.org/files/ENCFF029NDO/@@download/ENCFF029NDO.bed.gz,mm10,,,released,,,,
ENCFF840GNZ,bed bedMethyl,methylation state at CHH,ENCSR545WRA,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF535JCR, ENCFF585HBB",7766779725,ENCODE Processing Pipeline,91f7bb1dd6c216ca51b998453e353b08,,https://www.encodeproject.org/files/ENCFF840GNZ/@@download/ENCFF840GNZ.bed.gz,mm10,,,released,,,,
ENCFF424ENN,bed bedMethyl,methylation state at CHG,ENCSR999CXD,whole-genome shotgun bisulfite sequencing,EFO:0006711,OCI-LY7,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF779ZPY",2724908775,ENCODE Processing Pipeline,ea818d2d87086438b7a0ee789eb1c43e,,https://www.encodeproject.org/files/ENCFF424ENN/@@download/ENCFF424ENN.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF782JXT,bed bedMethyl,methylation state at CpG,ENCSR999CXD,whole-genome shotgun bisulfite sequencing,EFO:0006711,OCI-LY7,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF779ZPY",692407245,ENCODE Processing Pipeline,e998dfbcf03dbe47fb750c3fd14ddd18,,https://www.encodeproject.org/files/ENCFF782JXT/@@download/ENCFF782JXT.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF350ALT,bed bedMethyl,methylation state at CHH,ENCSR999CXD,whole-genome shotgun bisulfite sequencing,EFO:0006711,OCI-LY7,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF779ZPY",8591619216,ENCODE Processing Pipeline,a1d2a8d99f5f61ee9bdf172bda5e7070,,https://www.encodeproject.org/files/ENCFF350ALT/@@download/ENCFF350ALT.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF079JZT,bed bedMethyl,methylation state at CHG,ENCSR999CXD,whole-genome shotgun bisulfite sequencing,EFO:0006711,OCI-LY7,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF439FXX",2721692253,ENCODE Processing Pipeline,6ebe28440cae98a7be5b109f70df28ba,,https://www.encodeproject.org/files/ENCFF079JZT/@@download/ENCFF079JZT.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF459EEM,bed bedMethyl,methylation state at CpG,ENCSR999CXD,whole-genome shotgun bisulfite sequencing,EFO:0006711,OCI-LY7,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF439FXX",688265581,ENCODE Processing Pipeline,bc76a7fb36efacef403dfb734818b9b4,,https://www.encodeproject.org/files/ENCFF459EEM/@@download/ENCFF459EEM.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
